OwnX,OwnY,OwnW,OwnDir,OwnDist,,,
53,-74,114,-144,1,,,
53,-74,114,-144,1,,,
59,-71,111,-140,1,,,
59,-71,111,-140,1,,,
59,-71,111,-140,1,,,
59,-71,111,-140,1,,,
63,-68,110,-137,1,,,
63,-68,110,-137,1,,,
63,-68,110,-137,1,,,
67,-65,110,-134,1,,,
67,-65,110,-134,1,,,
67,-65,110,-134,1,,,
69,-60,108,-131,1,,,
69,-60,108,-131,1,,,
69,-60,108,-131,1,,,
72,-57,108,-128,1,,,
72,-57,108,-128,1,,,
72,-57,108,-128,1,,,
72,-57,108,-128,1,,,
74,-55,106,-126,1,,,
74,-55,106,-126,1,,,
74,-55,106,-126,1,,,
78,-50,102,-122,1,,,
78,-50,102,-122,1,,,
78,-50,102,-122,1,,,
82,-45,102,-118,1,,,
82,-45,102,-118,1,,,
82,-45,102,-118,1,,,
85,-39,103,-114,1,,,
85,-39,103,-114,1,,,
85,-39,103,-114,1,,,
85,-39,103,-114,1,,,
84,-35,100,-112,1,,,
84,-35,100,-112,1,,,
84,-35,100,-112,1,,,
85,-33,104,-111,1,,,
85,-33,104,-111,1,,,
85,-33,104,-111,1,,,
84,-34,102,-112,1,,,
84,-34,102,-112,1,,,
84,-34,102,-112,1,,,
82,-37,96,-114,1,,,
82,-37,96,-114,1,,,
82,-37,96,-114,1,,,
82,-37,96,-114,1,,,
81,-41,98,-116,1,,,
81,-41,98,-116,1,,,
81,-41,98,-116,1,,,
81,-41,92,-116,1,,,
81,-41,92,-116,1,,,
81,-41,92,-116,1,,,
81,-39,93,-115,1,,,
81,-39,93,-115,1,,,
81,-39,93,-115,1,,,
84,-35,92,-112,1,,,
84,-35,92,-112,1,,,
84,-35,92,-112,1,,,
84,-35,92,-112,1,,,
86,-31,97,-109,1,,,
86,-31,97,-109,1,,,
86,-31,97,-109,1,,,
87,-31,100,-109,1,,,
87,-31,100,-109,1,,,
87,-31,100,-109,1,,,
86,-34,94,-111,1,,,
86,-34,94,-111,1,,,
86,-34,94,-111,1,,,
86,-34,94,-111,1,,,
86,-37,94,-113,1,,,
86,-37,94,-113,1,,,
86,-37,94,-113,1,,,
87,-39,92,-114,1,,,
87,-39,92,-114,1,,,
87,-39,92,-114,1,,,
87,-37,92,-113,1,,,
87,-37,92,-113,1,,,
87,-37,92,-113,1,,,
90,-32,92,-109,1,,,
90,-32,92,-109,1,,,
90,-32,92,-109,1,,,
90,-32,92,-109,1,,,
95,-25,98,-104,1,,,
95,-25,98,-104,1,,,
95,-25,98,-104,1,,,
98,-22,98,-102,1,,,
98,-22,98,-102,1,,,
98,-22,98,-102,1,,,
94,-27,94,-106,1,,,
94,-27,94,-106,1,,,
94,-27,94,-106,1,,,
94,-27,94,-106,1,,,
90,-37,87,-112,1,,,
90,-37,87,-112,1,,,
90,-37,87,-112,1,,,
86,-45,86,-117,1,,,
86,-45,86,-117,1,,,
86,-45,86,-117,1,,,
83,-49,90,-120,1,,,
83,-49,90,-120,1,,,
83,-49,90,-120,1,,,
84,-49,88,-120,1,,,
84,-49,88,-120,1,,,
84,-49,88,-120,1,,,
84,-49,88,-120,1,,,
86,-45,91,-117,1,,,
86,-45,91,-117,1,,,
86,-45,91,-117,1,,,
91,-39,96,-113,1,,,
91,-39,96,-113,1,,,
91,-39,96,-113,1,,,
98,-39,103,-111,1,,,
98,-39,103,-111,1,,,
98,-39,103,-111,1,,,
91,-37,94,-112,1,,,
91,-37,94,-112,1,,,
91,-37,94,-112,1,,,
91,-37,94,-112,1,,,
86,-45,90,-117,1,,,
86,-45,90,-117,1,,,
86,-45,90,-117,1,,,
80,-54,92,-124,1,,,
80,-54,92,-124,1,,,
80,-54,92,-124,1,,,
75,-61,90,-129,1,,,
75,-61,90,-129,1,,,
75,-61,90,-129,1,,,
75,-61,90,-129,1,,,
73,-65,90,-131,1,,,
73,-65,90,-131,1,,,
73,-65,90,-131,1,,,
74,-63,92,-130,1,,,
74,-63,92,-130,1,,,
74,-63,92,-130,1,,,
77,-59,93,-127,1,,,
77,-59,93,-127,1,,,
77,-59,93,-127,1,,,
79,-55,99,-124,1,,,
79,-55,99,-124,1,,,
79,-55,99,-124,1,,,
79,-55,99,-124,1,,,
79,-58,98,-126,1,,,
79,-58,98,-126,1,,,
79,-58,98,-126,1,,,
75,-62,96,-129,1,,,
75,-62,96,-129,1,,,
75,-62,96,-129,1,,,
72,-64,92,-131,1,,,
72,-64,92,-131,1,,,
72,-64,92,-131,1,,,
73,-62,96,-130,1,,,
73,-62,96,-130,1,,,
73,-62,96,-130,1,,,
73,-62,96,-130,1,,,
75,-59,100,-128,1,,,
75,-59,100,-128,1,,,
75,-59,100,-128,1,,,
76,-58,110,-127,1,,,
76,-58,110,-127,1,,,
76,-58,110,-127,1,,,
71,-61,108,-130,1,,,
71,-61,108,-130,1,,,
71,-61,108,-130,1,,,
71,-61,108,-130,1,,,
65,-66,111,-135,1,,,
65,-66,111,-135,1,,,
65,-66,111,-135,1,,,
56,-69,117,-140,1,,,
56,-69,117,-140,1,,,
56,-69,117,-140,1,,,
47,-74,133,-147,1,,,
47,-74,133,-147,1,,,
47,-74,133,-147,1,,,
39,-75,144,-152,1,,,
39,-75,144,-152,1,,,
39,-75,144,-152,1,,,
39,-75,144,-152,1,,,
31,-77,157,-158,1,,,
31,-77,157,-158,1,,,
31,-77,157,-158,1,,,
25,-79,164,-162,1,,,
25,-79,164,-162,1,,,
25,-79,164,-162,1,,,
17,-80,166,-168,1,,,
17,-80,166,-168,1,,,
17,-80,166,-168,1,,,
11,-80,170,-172,1,,,
11,-80,170,-172,1,,,
11,-80,170,-172,1,,,
11,-80,170,-172,1,,,
5,-80,168,-176,1,,,
5,-80,168,-176,1,,,
5,-80,168,-176,1,,,
-1,-80,162,179,1,,,
-1,-80,162,179,1,,,
-1,-80,162,179,1,,,
-9,-81,152,173,101,,,
-9,-81,152,173,101,,,
-9,-81,152,173,101,,,
-9,-81,152,173,101,,,
-16,-80,141,168,129,,,
-16,-80,141,168,129,,,
-16,-80,141,168,129,,,
-23,-78,133,163,131,,,
-23,-78,133,163,131,,,
-23,-78,133,163,131,,,
-27,-76,132,160,128,,,
-27,-76,132,160,128,,,
-27,-76,132,160,128,,,
-35,-74,109,154,128,,,
-35,-74,109,154,128,,,
-35,-74,109,154,128,,,
-35,-74,109,154,128,,,
-40,-72,102,150,128,,,
-40,-72,102,150,128,,,
-40,-72,102,150,128,,,
-44,-70,98,147,127,,,
-44,-70,98,147,127,,,
-44,-70,98,147,127,,,
-47,-67,96,144,127,,,
-47,-67,96,144,127,,,
-47,-67,96,144,127,,,
-52,-64,108,140,127,,,
-52,-64,108,140,127,,,
-52,-64,108,140,127,,,
-63,-58,128,132,128,,,
-63,-58,128,132,128,,,
-63,-58,128,132,128,,,
-63,-58,128,132,128,,,
-60,-56,94,133,128,,,
-60,-56,94,133,128,,,
-60,-56,94,133,128,,,
-64,-52,95,129,135,,,
-64,-52,95,129,135,,,
-64,-52,95,129,135,,,
-71,-48,125,124,136,,,
-71,-48,125,124,136,,,
-71,-48,125,124,136,,,
-72,-45,121,122,135,,,
-72,-45,121,122,135,,,
-72,-45,121,122,135,,,
-72,-45,121,122,135,,,
-70,-43,89,121,131,,,
-70,-43,89,121,131,,,
-70,-43,89,121,131,,,
-72,-39,88,118,130,,,
-72,-39,88,118,130,,,
-72,-39,88,118,130,,,
-75,-32,84,113,131,,,
-75,-32,84,113,131,,,
-75,-32,84,113,131,,,
-77,-27,87,109,130,,,
-77,-27,87,109,130,,,
-77,-27,87,109,130,,,
-77,-27,87,109,130,,,
-76,-28,86,110,131,,,
-76,-28,86,110,131,,,
-76,-28,86,110,131,,,
-73,-35,82,115,147,,,
-73,-35,82,115,147,,,
-73,-35,82,115,147,,,
-70,-42,82,120,130,,,
-70,-42,82,120,130,,,
-70,-42,82,120,130,,,
-69,-45,78,123,128,,,
-69,-45,78,123,128,,,
-69,-45,78,123,128,,,
-69,-45,78,123,128,,,
-71,-43,82,121,125,,,
-71,-43,82,121,125,,,
-71,-43,82,121,125,,,
-73,-38,81,117,128,,,
-73,-38,81,117,128,,,
-73,-38,81,117,128,,,
-74,-34,80,114,127,,,
-74,-34,80,114,127,,,
-74,-34,80,114,127,,,
-73,-36,82,116,130,,,
-73,-36,82,116,130,,,
-73,-36,82,116,130,,,
-73,-36,82,116,130,,,
-71,-41,81,120,130,,,
-71,-41,81,120,130,,,
-71,-41,81,120,130,,,
-67,-48,78,125,131,,,
-67,-48,78,125,131,,,
-67,-48,78,125,131,,,
-66,-51,78,127,130,,,
-66,-51,78,127,130,,,
-66,-51,78,127,130,,,
-67,-48,80,125,131,,,
-67,-48,80,125,131,,,
-67,-48,80,125,131,,,
-67,-48,80,125,131,,,
-71,-44,81,121,132,,,
-71,-44,81,121,132,,,
-71,-44,81,121,132,,,
-72,-40,84,119,129,,,
-72,-40,84,119,129,,,
-72,-40,84,119,129,,,
-70,-43,84,121,131,,,
-70,-43,84,121,131,,,
-70,-43,84,121,131,,,
-65,-50,80,127,132,,,
-65,-50,80,127,132,,,
-65,-50,80,127,132,,,
-65,-50,80,127,132,,,
-59,-57,80,134,76,,,
-59,-57,80,134,76,,,
-59,-57,80,134,76,,,
-58,-60,78,135,122,,,
-58,-60,78,135,122,,,
-58,-60,78,135,122,,,
-60,-58,82,134,125,,,
-60,-58,82,134,125,,,
-60,-58,82,134,125,,,
-64,-52,90,129,133,,,
-64,-52,90,129,133,,,
-64,-52,90,129,133,,,
-66,-50,96,127,128,,,
-66,-50,96,127,128,,,
-66,-50,96,127,128,,,
-66,-50,96,127,128,,,
-65,-51,98,128,137,,,
-65,-51,98,128,137,,,
-65,-51,98,128,137,,,
-61,-56,91,132,132,,,
-61,-56,91,132,132,,,
-61,-56,91,132,132,,,
-55,-62,86,138,129,,,
-55,-62,86,138,129,,,
-55,-62,86,138,129,,,
-55,-62,86,139,129,,,
-54,-63,87,139,129,,,
-54,-63,87,139,129,,,
-54,-63,87,139,129,,,
-56,-62,93,137,139,,,
-56,-62,93,137,139,,,
-56,-62,93,137,139,,,
-61,-58,103,133,131,,,
-61,-58,103,133,131,,,
-61,-58,103,133,131,,,
-67,-55,127,129,80,,,
-67,-55,127,129,80,,,
-67,-55,127,129,80,,,
-64,-57,128,131,125,,,
-64,-57,128,131,125,,,
-64,-57,128,131,125,,,
-64,-57,128,131,125,,,
-54,-64,105,139,135,,,
-54,-64,105,139,135,,,
-54,-64,105,139,135,,,
-54,-64,106,139,125,,,
-54,-64,106,139,125,,,
-54,-64,106,139,125,,,
-54,-63,94,139,128,,,
-54,-63,94,139,128,,,
-54,-63,94,139,128,,,
-58,-60,106,135,127,,,
-58,-60,106,135,127,,,
-58,-60,106,135,127,,,
-58,-60,106,135,127,,,
-58,-59,96,135,126,,,
-58,-59,96,135,126,,,
-58,-59,96,135,126,,,
-56,-61,94,137,125,,,
-56,-61,94,137,125,,,
-56,-61,94,137,125,,,
-54,-65,108,140,128,,,
-54,-65,108,140,128,,,
-54,-65,108,140,128,,,
-48,-68,99,144,126,,,
-48,-68,99,144,126,,,
-48,-68,99,144,126,,,
-48,-68,99,144,126,,,
-48,-68,94,144,129,,,
-48,-68,94,144,129,,,
-48,-68,94,144,129,,,
-57,-63,136,137,131,,,
-57,-63,136,137,131,,,
-57,-63,136,137,131,,,
-55,-62,110,138,124,,,
-55,-62,110,138,124,,,
-55,-62,110,138,124,,,
-60,-58,126,134,122,,,
-60,-58,126,134,122,,,
-60,-58,126,134,122,,,
-60,-58,126,134,122,,,
-61,-60,136,134,122,,,
-61,-60,136,134,122,,,
-61,-60,136,134,122,,,
-56,-64,135,138,124,,,
-56,-64,135,138,124,,,
-56,-64,135,138,124,,,
-45,-70,97,147,124,,,
-45,-70,97,147,124,,,
-45,-70,97,147,124,,,
-44,-71,98,148,124,,,
-44,-71,98,148,124,,,
-44,-71,98,148,124,,,
-44,-71,98,148,124,,,
-44,-70,98,147,124,,,
-44,-70,98,147,124,,,
-44,-70,98,147,124,,,
-43,-72,98,149,89,,,
-43,-72,98,149,89,,,
-43,-72,98,149,89,,,
-37,-73,122,153,125,,,
-37,-73,122,153,125,,,
-37,-73,122,153,125,,,
-37,-75,110,153,126,,,
-37,-75,110,153,126,,,
-37,-75,110,153,126,,,
-37,-75,110,153,126,,,
-35,-75,111,154,127,,,
-35,-75,111,154,127,,,
-35,-75,111,154,127,,,
-37,-74,112,153,127,,,
-37,-74,112,153,127,,,
-37,-74,112,153,127,,,
-36,-74,123,154,124,,,
-36,-74,123,154,124,,,
-36,-74,123,154,124,,,
-38,-73,117,152,133,,,
-38,-73,117,152,133,,,
-38,-73,117,152,133,,,
-38,-73,117,152,133,,,
-36,-74,122,154,125,,,
-36,-74,122,154,125,,,
-36,-74,122,154,125,,,
-37,-75,106,153,126,,,
-37,-75,106,153,126,,,
-37,-75,106,153,126,,,
-37,-75,112,153,132,,,
-37,-75,112,153,132,,,
-37,-75,112,153,132,,,
-35,-75,122,154,127,,,
-35,-75,122,154,127,,,
-35,-75,122,154,127,,,
-35,-75,122,154,127,,,
-39,-74,98,152,126,,,
-39,-74,98,152,126,,,
-39,-74,98,152,126,,,
-40,-73,98,151,127,,,
-40,-73,98,151,127,,,
-40,-73,98,151,127,,,
-42,-72,100,149,127,,,
-42,-72,100,149,127,,,
-42,-72,100,149,127,,,
-44,-70,96,147,130,,,
-44,-70,96,147,130,,,
-44,-70,96,147,130,,,
-44,-70,96,147,130,,,
-48,-68,95,144,83,,,
-48,-68,95,144,83,,,
-48,-68,95,144,83,,,
-59,-64,130,137,127,,,
-59,-64,130,137,127,,,
-59,-64,130,137,127,,,
-60,-62,131,135,132,,,
-60,-62,131,135,132,,,
-60,-62,131,135,132,,,
-58,-61,106,136,126,,,
-58,-61,106,136,126,,,
-58,-61,106,136,126,,,
-63,-59,128,133,126,,,
-63,-59,128,133,126,,,
-63,-59,128,133,126,,,
-63,-59,128,133,126,,,
-64,-58,129,132,123,,,
-64,-58,129,132,123,,,
-64,-58,129,132,123,,,
-65,-59,126,132,121,,,
-65,-59,126,132,121,,,
-65,-59,126,132,121,,,
-59,-62,104,136,122,,,
-59,-62,104,136,122,,,
-59,-62,104,136,122,,,
-62,-63,130,135,82,,,
-62,-63,130,135,82,,,
-62,-63,130,135,82,,,
-62,-63,130,135,82,,,
-53,-67,106,141,121,,,
-53,-67,106,141,121,,,
-53,-67,106,141,121,,,
-48,-70,92,145,132,,,
-48,-70,92,145,132,,,
-48,-70,92,145,132,,,
-48,-71,94,145,123,,,
-48,-71,94,145,123,,,
-48,-71,94,145,123,,,
-48,-70,96,145,122,,,
-48,-70,96,145,122,,,
-48,-70,96,145,122,,,
-47,-68,98,145,122,,,
-47,-68,98,145,122,,,
-47,-68,98,145,122,,,
-47,-68,98,145,122,,,
-41,-71,118,149,123,,,
-41,-71,118,149,123,,,
-41,-71,118,149,123,,,
-34,-74,128,155,127,,,
-34,-74,128,155,127,,,
-34,-74,128,155,127,,,
-30,-77,127,158,95,,,
-30,-77,127,158,95,,,
-30,-77,127,158,95,,,
-30,-77,127,158,95,,,
-27,-78,130,160,133,,,
-27,-78,130,160,133,,,
-27,-78,130,160,133,,,
-24,-80,134,163,129,,,
-24,-80,134,163,129,,,
-24,-80,134,163,129,,,
-20,-81,138,166,135,,,
-20,-81,138,166,135,,,
-20,-81,138,166,135,,,
-19,-81,132,166,131,,,
-19,-81,132,166,131,,,
-19,-81,132,166,131,,,
-18,-81,134,167,132,,,
-18,-81,134,167,132,,,
-18,-81,134,167,132,,,
-18,-81,134,167,132,,,
-18,-81,132,167,131,,,
-18,-81,132,167,131,,,
-18,-81,132,167,131,,,
-16,-82,136,168,135,,,
-16,-82,136,168,135,,,
-16,-82,136,168,135,,,
-13,-83,140,171,131,,,
-13,-83,140,171,131,,,
-13,-83,140,171,131,,,
-9,-84,142,173,1,,,
-9,-84,142,173,1,,,
-9,-84,142,173,1,,,
-9,-84,142,173,1,,,
-6,-83,141,175,1,,,
-6,-83,141,175,1,,,
-6,-83,141,175,1,,,
-5,-83,144,176,133,,,
-5,-83,144,176,133,,,
-5,-83,144,176,133,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-4,-83,146,177,132,,,
-4,-83,146,177,132,,,
-4,-83,146,177,132,,,
-4,-83,146,177,132,,,
-3,-83,146,177,1,,,
-3,-83,146,177,1,,,
-3,-83,146,177,1,,,
-3,-83,145,177,136,,,
-3,-83,145,177,136,,,
-3,-83,145,177,136,,,
-4,-83,145,177,135,,,
-4,-83,145,177,135,,,
-4,-83,145,177,135,,,
-4,-84,144,177,136,,,
-4,-84,144,177,136,,,
-4,-84,144,177,136,,,
-4,-84,144,177,136,,,
-4,-83,144,177,136,,,
-4,-83,144,177,136,,,
-4,-83,144,177,136,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,133,,,
-5,-83,144,176,133,,,
-5,-83,144,176,133,,,
-5,-83,144,176,134,,,
-5,-83,144,176,134,,,
-5,-83,144,176,134,,,
-5,-83,144,176,134,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-4,-83,145,177,132,,,
-4,-83,145,177,132,,,
-4,-83,145,177,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-4,-83,146,177,132,,,
-4,-83,146,177,132,,,
-4,-83,146,177,132,,,
-4,-83,146,177,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-4,-83,144,177,133,,,
-4,-83,144,177,133,,,
-4,-83,144,177,133,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,134,,,
-5,-83,144,176,134,,,
-5,-83,144,176,134,,,
-5,-84,144,176,135,,,
-5,-84,144,176,135,,,
-5,-84,144,176,135,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,136,,,
-5,-83,144,176,133,,,
-5,-83,144,176,133,,,
-5,-83,144,176,133,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-5,-83,144,176,135,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,
-4,-83,144,177,1,,,
-4,-83,144,177,1,,,
-4,-83,144,177,1,,,
-5,-84,144,176,135,,,
-5,-84,144,176,135,,,
-5,-84,144,176,135,,,
-5,-84,144,176,135,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,132,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-5,-83,144,176,1,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,
-4,-83,145,177,134,,,
-4,-83,145,177,134,,,
-4,-83,145,177,134,,,
-4,-83,145,177,134,,,
-4,-83,144,177,132,,,
-4,-83,144,177,132,,,